user_id,age,gender,sessions_per_week,avg_session_duration,progress_score,mood_after,injury,dropout
72,37,Male,2,35.5,10.5,Fatigued,None,1
73,29,Male,1,57.7,47.1,Neutral,Knee,1
74,37,Male,5,38.5,38.7,Fatigued,None,1
75,18,Male,4,59.8,59.8,Energized,None,0
76,34,Female,4,48.9,39.5,Fatigued,Back,0
77,30,Female,2,47.9,22.0,Neutral,None,1
78,28,Female,4,51.1,57.3,Neutral,Back,0
79,30,Male,5,36.3,44.0,Energized,None,1
80,20,Female,3,46.0,56.9,Energized,None,1
81,28,Male,5,58.4,49.5,Neutral,None,0
82,31,Female,2,18.1,14.6,Energized,None,1
83,37,Male,5,74.4,72.2,Fatigued,None,0
84,27,Male,0,33.1,26.7,Neutral,None,0
85,25,Male,4,56.7,49.9,Energized,None,1
86,27,Female,6,48.3,87.5,Neutral,None,0
87,34,Male,7,71.9,68.1,Fatigued,None,0
88,31,Female,2,50.9,22.8,Fatigued,Knee,0
89,27,Male,3,47.5,28.7,Neutral,None,0
90,32,Female,0,29.9,12.2,Fatigued,None,1
91,30,Female,5,46.1,63.2,Neutral,None,0
92,34,Male,4,47.8,42.0,Fatigued,None,1
93,26,Male,3,39.9,50.6,Neutral,None,1
94,28,Female,1,40.7,29.7,Fatigued,None,1
95,28,Female,6,51.5,66.6,Fatigued,None,0
96,22,Male,3,50.6,44.2,Neutral,Shoulder,0
97,31,Female,2,31.6,29.6,Fatigued,None,1
98,31,Female,3,42.4,43.7,Neutral,None,0
99,30,Male,2,46.2,27.4,Energized,None,0
100,28,Female,4,43.0,35.9,Neutral,None,0
101,22,Male,6,66.5,66.7,Neutral,None,0
102,27,Male,5,60.5,74.7,Neutral,None,0
103,28,Female,3,42.3,20.7,Fatigued,None,0
104,25,Male,5,66.6,38.0,Neutral,None,1
105,29,Male,3,45.8,35.3,Fatigued,None,1
106,32,Female,2,51.0,45.8,Neutral,None,1
107,39,Female,7,82.9,77.0,Energized,None,0
108,30,Female,2,37.6,17.1,Energized,Back,0
109,31,Female,2,46.4,34.0,Energized,Back,1
110,29,Female,7,58.6,47.0,Energized,None,1
111,20,Male,1,24.7,23.6,Neutral,None,1
112,29,Male,5,53.0,48.4,Neutral,None,0
113,30,Female,6,46.4,52.4,Energized,None,0
114,42,Male,3,35.6,37.1,Energized,None,0
115,29,Female,0,35.9,20.0,Fatigued,None,0
116,31,Female,3,39.9,29.5,Fatigued,None,0
117,29,Male,1,42.1,36.4,Neutral,Back,1
118,24,Female,3,48.0,47.0,Energized,Shoulder,0
119,35,Female,5,73.5,44.0,Fatigued,None,0
120,33,Male,3,50.2,37.8,Neutral,None,0
121,33,Female,3,56.1,32.2,Energized,None,0
122,25,Male,4,54.0,34.3,Neutral,Knee,0
123,37,Male,4,53.1,51.9,Energized,None,1
124,22,Female,5,66.6,54.1,Fatigued,None,1
125,32,Female,2,46.7,31.9,Fatigued,None,0
126,40,Female,5,57.1,46.9,Energized,None,1
127,25,Female,4,52.1,49.8,Neutral,Shoulder,0
128,27,Female,2,45.4,39.5,Neutral,None,1
129,30,Male,2,33.3,48.4,Fatigued,None,0
130,27,Female,3,37.9,32.1,Neutral,None,0
131,22,Female,4,64.3,37.7,Energized,None,0
132,30,Male,2,58.6,34.3,Energized,None,0
133,24,Male,6,50.7,63.8,Energized,None,0
134,32,Female,4,43.3,33.9,Fatigued,None,1
135,25,Female,6,71.4,50.9,Fatigued,None,0
136,37,Female,0,35.3,10.1,Neutral,None,1
137,26,Female,2,46.8,28.1,Energized,None,1
138,28,Female,0,39.0,8.7,Fatigued,Knee,1
139,34,Female,2,37.6,31.0,Fatigued,None,0
140,23,Female,5,58.3,53.4,Energized,None,0
141,31,Male,0,32.5,24.1,Fatigued,None,1
142,36,Female,3,36.4,28.7,Neutral,Back,1
143,21,Female,1,38.2,29.7,Neutral,None,1
144,30,Female,3,57.4,38.8,Fatigued,None,0
145,31,Female,5,51.7,39.6,Neutral,Back,0
146,33,Male,4,51.5,40.3,Neutral,None,0
147,23,Male,4,52.1,29.9,Fatigued,None,0
148,23,Male,2,37.2,46.5,Fatigued,None,1
149,32,Male,6,66.8,64.8,Energized,Knee,0
150,31,Male,4,43.2,33.6,Neutral,None,1
151,31,Female,3,58.3,40.4,Fatigued,Shoulder,0
152,31,Male,3,51.3,16.1,Fatigued,None,1
153,26,Male,6,50.6,69.6,Neutral,None,0
154,31,Female,4,67.0,66.9,Neutral,None,0
155,31,Female,4,51.7,46.9,Energized,Back,0
156,26,Male,3,37.8,37.1,Energized,None,1
157,39,Female,2,51.0,22.8,Fatigued,Back,1
158,32,Female,4,54.9,35.5,Neutral,None,0
159,24,Male,4,32.3,19.2,Fatigued,None,1
160,33,Male,3,39.7,33.2,Neutral,None,0
161,25,Female,4,52.8,57.0,Neutral,Back,0
162,33,Female,2,18.4,15.4,Fatigued,Shoulder,1
163,35,Female,5,55.9,56.4,Neutral,Back,1
164,25,Male,6,61.6,70.6,Neutral,None,0
165,34,Male,5,43.2,30.4,Fatigued,Shoulder,1
166,32,Female,2,42.7,49.8,Neutral,None,0
167,34,Male,3,45.1,49.1,Energized,None,1
168,39,Male,5,43.1,51.7,Fatigued,None,0
169,28,Female,4,59.2,58.8,Neutral,Shoulder,0
170,26,Male,3,53.4,51.4,Fatigued,None,1
171,25,Female,6,57.1,61.5,Fatigued,None,0
172,25,Female,3,43.0,50.8,Neutral,None,0
173,29,Male,3,52.3,36.6,Neutral,None,1
174,31,Female,0,28.0,18.6,Fatigued,None,0
175,31,Male,0,10.7,18.6,Fatigued,None,1
176,34,Female,0,34.9,0.0,Fatigued,None,1
177,30,Male,6,51.9,60.3,Neutral,None,0
178,37,Male,3,41.1,42.8,Fatigued,None,1
179,28,Female,3,59.6,27.7,Fatigued,None,0
180,43,Male,5,53.7,54.7,Fatigued,None,0
181,33,Female,4,50.0,37.1,Energized,None,0
182,25,Male,4,55.1,51.5,Neutral,None,1
183,24,Male,2,45.1,31.6,Neutral,None,0
184,32,Female,5,45.8,38.4,Neutral,None,0
185,28,Male,2,39.4,40.8,Neutral,None,1
186,33,Male,0,30.4,11.0,Neutral,None,1
187,32,Female,2,42.7,34.0,Neutral,None,1
188,29,Female,2,42.9,44.6,Neutral,None,1
189,25,Female,2,65.9,33.8,Fatigued,None,0
190,22,Female,4,38.2,39.2,Neutral,None,1
191,27,Male,2,49.8,29.9,Fatigued,None,1
192,34,Female,4,61.8,48.2,Fatigued,None,1
193,31,Male,1,39.9,46.5,Neutral,None,0
194,23,Female,1,28.5,23.8,Fatigued,None,0
195,30,Male,3,61.6,48.9,Neutral,None,0
196,31,Female,6,38.1,54.3,Neutral,None,0
197,25,Female,5,48.2,53.4,Energized,None,0
198,30,Female,6,71.7,47.6,Fatigued,None,0
199,30,Female,4,46.3,66.1,Fatigued,Back,0
200,24,Female,4,66.0,38.4,Fatigued,None,1
201,31,Female,4,34.9,54.8,Energized,None,0
202,32,Male,4,38.9,45.6,Fatigued,None,0
203,35,Male,1,29.7,21.7,Fatigued,Knee,1
204,35,Male,3,49.2,36.5,Neutral,None,0
205,23,Male,3,42.8,62.5,Neutral,None,1
206,25,Female,3,40.1,41.1,Fatigued,None,1
207,32,Female,3,59.2,44.8,Neutral,None,1
208,32,Female,1,50.1,24.7,Fatigued,None,0
209,32,Female,3,40.9,28.9,Fatigued,Knee,0
210,49,Female,0,12.9,7.0,Fatigued,None,1
211,32,Male,7,43.4,47.4,Neutral,None,0
212,35,Male,1,37.4,30.5,Neutral,None,1
213,34,Male,2,46.6,26.8,Fatigued,None,0
214,33,Male,5,55.6,62.8,Fatigued,None,0
215,28,Female,3,44.3,47.0,Fatigued,None,0
216,33,Female,1,27.0,17.9,Fatigued,Shoulder,1
217,26,Female,3,51.5,46.6,Neutral,None,1
218,28,Female,1,51.8,37.2,Fatigued,None,1
219,27,Female,2,17.8,4.3,Neutral,None,1
220,30,Male,0,29.2,31.9,Neutral,None,0
221,41,Female,3,35.3,30.1,Neutral,None,0
222,20,Male,5,40.1,52.0,Neutral,Knee,1
223,33,Male,4,38.7,46.6,Neutral,Knee,0
224,21,Male,4,53.8,22.0,Fatigued,None,1
225,27,Male,2,44.0,25.4,Fatigued,None,1
226,35,Male,2,54.6,45.7,Energized,None,0
227,30,Male,5,55.1,53.2,Neutral,None,0
228,24,Female,1,17.4,20.6,Fatigued,None,1
229,26,Female,5,52.6,52.2,Neutral,None,0
230,33,Male,3,31.1,42.8,Fatigued,None,0
231,26,Male,5,42.9,47.6,Neutral,None,0
232,31,Female,2,45.8,47.1,Fatigued,Knee,0
233,30,Male,2,41.9,21.1,Fatigued,None,1
234,26,Female,5,60.9,54.2,Energized,None,0
235,40,Female,5,51.4,44.8,Neutral,None,0
236,33,Male,2,47.9,37.8,Neutral,None,0
237,19,Male,6,55.9,55.2,Fatigued,None,1
238,30,Male,1,46.2,25.8,Energized,Knee,0
239,26,Male,0,33.4,9.7,Neutral,None,0
240,34,Male,4,47.9,39.3,Fatigued,Knee,0
241,26,Female,4,52.1,45.9,Neutral,None,0
242,29,Male,6,59.8,39.7,Fatigued,Knee,0
243,32,Female,3,61.0,22.5,Fatigued,None,1
244,34,Female,0,32.5,16.8,Energized,None,1
245,23,Male,4,50.0,17.3,Fatigued,None,0
246,28,Male,2,37.6,26.9,Fatigued,None,1
247,27,Male,3,53.4,37.9,Neutral,None,0
248,26,Male,3,52.1,46.5,Energized,None,1
249,38,Female,0,27.3,6.9,Neutral,None,0
250,32,Male,3,33.4,47.4,Energized,None,0
251,23,Female,3,36.0,41.5,Neutral,None,1
252,34,Male,4,48.2,29.0,Fatigued,None,1
253,40,Male,4,63.5,48.9,Energized,None,0
254,35,Female,2,37.5,44.0,Neutral,None,0
255,22,Female,2,34.1,20.1,Fatigued,None,1
256,27,Male,2,22.4,20.7,Fatigued,Knee,0
257,36,Male,2,55.1,51.6,Fatigued,None,0
258,26,Female,4,55.7,42.4,Energized,None,1
259,32,Male,7,73.0,82.7,Energized,None,0
260,33,Male,4,59.6,40.7,Neutral,None,0
261,25,Female,4,48.4,15.3,Fatigued,None,1
262,29,Male,3,45.8,50.2,Neutral,Knee,0
263,18,Female,2,54.9,41.8,Fatigued,None,1
264,24,Female,6,61.8,65.9,Neutral,None,0
265,28,Female,6,65.9,52.0,Neutral,None,0
266,23,Female,3,53.7,31.7,Fatigued,None,0
267,38,Female,2,46.4,44.7,Energized,Shoulder,1
268,22,Female,5,53.7,54.3,Fatigued,None,0
269,27,Female,1,34.7,21.2,Neutral,None,1
270,30,Male,5,62.8,58.6,Energized,None,0
271,37,Male,5,62.8,71.5,Energized,None,0
272,22,Female,1,46.7,35.6,Fatigued,None,1
273,35,Female,7,70.5,65.5,Neutral,None,1
274,30,Male,7,71.0,56.5,Energized,None,1
275,25,Female,6,55.5,63.6,Energized,None,0
276,32,Male,3,39.2,25.4,Neutral,None,0
277,30,Female,2,47.8,22.1,Energized,None,0
278,26,Female,4,44.3,55.3,Energized,Knee,0
279,30,Female,3,44.8,46.1,Fatigued,None,1
280,28,Male,2,53.8,40.8,Fatigued,None,1
281,30,Female,3,57.2,31.2,Fatigued,None,1
282,33,Male,4,53.0,64.4,Energized,None,0
283,37,Male,0,27.0,23.8,Fatigued,None,1
284,23,Male,2,38.8,26.4,Neutral,None,0
285,40,Female,0,38.7,14.2,Neutral,None,1
286,20,Male,4,49.6,45.6,Energized,None,1
287,29,Male,4,44.4,37.4,Fatigued,None,1
288,32,Female,0,42.2,43.2,Fatigued,Knee,1
289,31,Female,6,61.8,57.0,Fatigued,None,1
290,26,Female,0,24.2,1.4,Energized,None,1
291,28,Female,4,54.8,63.3,Fatigued,None,0
292,27,Male,5,64.7,51.7,Neutral,None,0
293,27,Female,5,44.9,55.3,Energized,None,0
294,34,Female,0,28.0,20.8,Neutral,None,0
295,31,Male,6,57.5,58.2,Neutral,None,0
296,26,Male,6,64.5,52.5,Fatigued,None,1
297,34,Male,4,56.3,47.7,Fatigued,Back,1
298,31,Male,3,39.5,23.1,Fatigued,None,1
299,34,Female,0,15.1,7.3,Fatigued,None,1
300,33,Female,4,60.3,57.9,Neutral,None,0
301,25,Female,3,33.8,49.1,Fatigued,None,1
302,27,Female,5,57.7,43.0,Energized,None,1
303,33,Male,3,43.7,34.3,Fatigued,None,0
304,33,Female,4,51.6,40.6,Neutral,None,0
305,29,Male,1,51.5,33.5,Neutral,Knee,0
306,30,Female,1,65.4,22.5,Energized,None,1
307,36,Male,1,18.7,5.1,Fatigued,None,1
308,27,Female,0,39.8,3.0,Energized,None,1
309,32,Male,3,43.4,22.3,Fatigued,None,1
310,28,Male,5,65.5,51.1,Neutral,Knee,0
311,28,Male,4,59.6,66.5,Fatigued,None,0
312,35,Female,4,64.1,55.5,Energized,None,0
313,34,Female,4,52.8,47.0,Neutral,None,1
314,34,Male,2,31.1,39.0,Fatigued,Knee,1
315,36,Female,3,54.3,46.0,Energized,None,0
316,30,Female,2,41.2,35.4,Energized,None,0
317,33,Female,4,47.7,39.1,Neutral,None,0
318,28,Female,2,35.2,21.2,Neutral,Back,1
319,31,Male,0,40.1,6.9,Neutral,Knee,0
320,29,Male,4,66.0,47.0,Fatigued,Back,0
321,30,Female,6,48.0,51.2,Fatigued,None,0
322,32,Female,4,56.2,51.5,Neutral,None,0
323,25,Female,5,51.3,50.3,Energized,None,0
324,40,Female,4,35.3,34.0,Energized,Knee,1
325,24,Male,3,46.5,29.1,Neutral,Knee,1
326,23,Female,4,41.7,44.8,Neutral,None,1
327,35,Male,5,39.2,39.6,Neutral,None,0
328,33,Female,2,32.2,29.6,Energized,None,1
329,33,Male,2,29.7,5.7,Fatigued,None,1
330,33,Female,2,33.5,30.1,Neutral,None,0
331,29,Female,3,31.7,38.3,Energized,None,0
332,25,Male,5,51.0,56.7,Fatigued,None,0
333,30,Male,2,32.9,24.5,Energized,None,1
334,26,Female,3,48.8,48.6,Fatigued,Back,0
335,34,Female,5,60.9,42.7,Fatigued,None,1
336,29,Male,3,47.6,37.9,Fatigued,Back,1
337,25,Female,3,42.6,34.4,Neutral,None,0
338,28,Female,5,52.4,61.6,Energized,None,0
339,32,Male,3,36.6,13.1,Energized,Knee,1
340,27,Male,4,41.9,30.4,Energized,None,0
341,25,Female,1,42.0,43.5,Fatigued,Knee,0
342,31,Female,2,22.4,0.0,Fatigued,None,0
343,31,Female,3,44.2,45.2,Fatigued,None,0
344,27,Female,3,41.8,28.9,Neutral,Back,0
345,27,Male,6,66.0,65.5,Fatigued,None,0
346,31,Male,6,45.7,67.0,Energized,None,0
347,22,Male,5,55.1,55.5,Fatigued,None,1
348,22,Male,2,43.4,46.0,Energized,Knee,0
349,26,Female,6,41.0,45.6,Fatigued,None,0
350,28,Female,4,39.3,36.0,Neutral,None,0
351,31,Male,3,44.1,44.9,Energized,None,0
352,37,Male,4,55.1,43.2,Fatigued,None,0
353,34,Female,0,31.8,21.9,Fatigued,Knee,0
354,29,Female,1,40.6,37.1,Fatigued,Knee,1
355,29,Female,5,44.2,55.8,Neutral,Knee,1
356,24,Female,4,34.1,21.3,Neutral,None,0
357,29,Female,3,45.8,34.5,Energized,None,0
358,28,Female,3,32.7,34.2,Fatigued,None,1
359,31,Male,6,51.3,53.2,Energized,None,1
360,25,Male,4,59.3,50.4,Fatigued,None,0
361,32,Male,3,46.9,41.4,Neutral,None,0
362,37,Female,1,29.3,14.4,Fatigued,None,1
363,29,Female,2,33.0,24.6,Fatigued,None,1
364,32,Female,7,71.2,58.8,Neutral,Back,0
365,33,Male,3,47.1,33.8,Neutral,None,1
366,27,Male,3,32.9,16.2,Neutral,None,1
367,31,Male,3,25.5,28.9,Neutral,None,0
368,30,Male,5,73.8,60.0,Neutral,None,0
369,30,Female,4,37.8,29.7,Neutral,Knee,1
370,26,Female,4,55.3,65.5,Neutral,None,0
371,30,Female,3,60.1,42.6,Energized,None,0
372,32,Female,0,31.5,18.6,Fatigued,None,1
373,37,Female,6,54.0,50.6,Fatigued,None,0
374,34,Female,6,45.7,48.7,Fatigued,None,1
375,40,Male,6,45.6,56.0,Energized,None,0
376,26,Female,6,63.8,58.6,Fatigued,None,0
377,34,Female,5,69.5,59.8,Fatigued,Back,0
378,30,Female,4,46.0,51.1,Energized,None,1
379,40,Male,5,49.4,44.5,Fatigued,None,1
380,25,Male,4,57.0,35.2,Neutral,None,0
381,25,Male,1,28.1,3.8,Neutral,None,0
382,27,Female,3,47.7,53.2,Neutral,None,0
383,19,Male,6,60.4,69.5,Energized,None,0
384,27,Female,3,40.9,42.0,Fatigued,Knee,1
385,26,Female,5,54.8,48.0,Energized,None,0
386,30,Male,1,52.6,18.0,Fatigued,None,0
387,31,Female,2,46.0,30.2,Neutral,None,1
388,39,Female,3,55.9,42.0,Fatigued,Back,1
389,34,Male,0,20.8,0.0,Neutral,None,0
390,27,Female,1,46.0,13.3,Fatigued,Knee,1
391,25,Male,2,46.4,15.9,Neutral,Back,1
392,32,Male,5,40.0,51.6,Fatigued,None,0
393,23,Female,0,35.4,5.6,Fatigued,Back,1
394,39,Female,2,34.9,30.5,Energized,None,0
395,35,Female,0,14.5,3.3,Neutral,None,1
396,27,Female,4,51.3,51.5,Neutral,None,0
397,21,Female,4,55.4,51.1,Energized,Knee,1
398,36,Female,4,51.5,43.4,Energized,None,0
399,29,Female,3,43.9,38.3,Energized,None,0
400,36,Female,2,36.7,27.2,Fatigued,Back,1
401,22,Male,4,74.7,51.2,Energized,Back,1
402,27,Female,5,43.2,56.4,Neutral,None,0
403,30,Male,1,43.7,22.6,Fatigued,None,1
404,30,Female,3,45.2,36.7,Fatigued,Back,0
405,27,Male,2,31.5,11.6,Fatigued,Knee,0
406,33,Female,2,39.5,32.5,Neutral,None,1
407,24,Male,4,36.1,31.9,Neutral,None,0
408,29,Male,3,39.0,29.7,Neutral,None,0
409,30,Female,2,39.5,21.4,Fatigued,None,1
410,32,Male,2,24.5,21.0,Fatigued,None,1
411,33,Female,6,65.1,42.5,Fatigued,None,1
412,24,Male,5,45.4,54.5,Energized,None,0
413,22,Male,5,40.5,44.9,Fatigued,None,1
414,36,Male,3,34.2,27.4,Fatigued,None,1
415,31,Female,4,71.8,40.4,Energized,None,0
416,26,Male,3,25.2,31.9,Fatigued,None,1
417,37,Female,1,39.4,18.4,Neutral,None,1
418,30,Male,3,37.5,46.8,Neutral,None,0
419,35,Male,4,46.5,48.1,Neutral,None,0
420,30,Male,2,46.0,48.3,Energized,None,0
421,40,Male,5,60.5,56.6,Fatigued,None,0
422,38,Female,2,33.2,37.4,Fatigued,None,1
423,28,Female,3,31.4,35.3,Energized,Back,1
424,34,Female,1,41.2,21.1,Neutral,None,0
425,33,Male,3,50.5,42.1,Neutral,None,0
426,36,Male,0,27.2,5.3,Fatigued,None,1
427,25,Male,2,44.4,52.9,Energized,Back,0
428,33,Female,3,40.5,34.2,Fatigued,None,0
429,35,Male,3,36.7,33.6,Fatigued,None,0
430,21,Female,3,45.0,41.4,Neutral,None,0
431,24,Male,2,45.2,21.7,Energized,None,0
432,19,Male,3,48.1,52.3,Energized,Back,0
433,28,Male,3,50.1,29.8,Neutral,None,1
434,33,Male,2,32.4,13.7,Neutral,None,0
435,37,Female,5,70.8,58.7,Fatigued,None,0
436,30,Male,3,41.6,23.0,Energized,None,1
437,38,Female,2,38.8,45.0,Energized,None,1
438,23,Male,6,46.8,51.1,Neutral,None,0
439,21,Female,5,53.1,19.3,Fatigued,None,0
440,29,Male,7,70.3,72.1,Energized,None,0
441,31,Female,4,57.6,54.3,Fatigued,None,0
442,29,Female,3,60.6,41.1,Neutral,None,0
443,19,Female,2,45.2,19.0,Fatigued,Shoulder,0
444,29,Male,4,52.8,45.4,Fatigued,None,0
445,23,Female,7,60.5,60.4,Energized,Knee,0
446,33,Male,4,43.4,31.9,Neutral,None,1
447,31,Male,5,64.7,46.7,Fatigued,None,1
448,25,Male,2,49.5,36.3,Fatigued,None,0
449,27,Male,3,34.2,41.1,Energized,None,0
450,24,Female,6,67.2,68.2,Neutral,None,0
451,29,Male,5,61.5,38.5,Energized,None,0
452,34,Female,7,53.9,68.1,Fatigued,None,0
453,25,Female,5,60.4,62.9,Fatigued,None,0
454,32,Female,3,34.5,46.2,Neutral,None,0
455,27,Female,3,20.7,15.9,Energized,None,1
456,26,Male,6,58.4,58.6,Energized,None,1
457,29,Female,4,52.6,52.0,Neutral,None,0
458,24,Male,2,38.8,24.1,Fatigued,None,0
459,27,Female,3,73.7,57.4,Fatigued,Back,0
460,24,Female,3,48.8,39.2,Fatigued,Shoulder,0
461,39,Female,1,36.5,14.8,Fatigued,None,1
462,30,Male,4,54.3,39.5,Fatigued,None,0
463,26,Male,1,30.6,32.8,Fatigued,None,0
464,31,Male,3,54.3,32.2,Neutral,None,0
465,29,Male,5,58.6,42.6,Fatigued,None,0
466,28,Male,3,48.2,42.5,Neutral,Shoulder,0
467,33,Female,5,48.8,49.1,Neutral,None,1
468,33,Male,2,24.4,9.1,Fatigued,None,0
469,27,Female,6,55.0,52.3,Energized,Back,0
470,27,Female,2,42.8,23.2,Fatigued,Back,0
471,28,Female,0,25.6,6.4,Fatigued,None,1
472,18,Male,5,57.9,79.2,Fatigued,None,0
473,22,Male,5,52.7,48.3,Energized,None,0
474,36,Male,2,44.3,23.3,Fatigued,Knee,0
475,38,Male,7,55.2,82.8,Energized,Back,0
476,28,Female,3,46.9,47.3,Energized,None,1
477,32,Male,6,53.6,64.0,Neutral,None,0
478,31,Female,3,29.6,21.5,Fatigued,None,1
479,45,Female,3,43.3,48.6,Fatigued,None,0
480,35,Female,3,60.4,53.4,Energized,None,1
481,29,Male,2,25.4,24.2,Neutral,Back,0
482,25,Male,3,46.2,20.9,Neutral,None,0
483,21,Female,3,53.0,41.3,Neutral,None,1
484,31,Male,0,53.0,43.8,Energized,None,1
485,26,Male,2,35.1,29.8,Fatigued,Knee,0
486,22,Male,2,33.7,23.1,Fatigued,None,0
487,26,Male,5,43.3,44.4,Fatigued,None,0
488,24,Female,4,61.4,49.1,Fatigued,None,1
489,38,Male,5,46.3,40.2,Neutral,None,0
490,34,Female,6,56.3,57.7,Fatigued,None,0
491,29,Male,4,31.5,50.2,Fatigued,None,1
492,37,Female,7,73.8,85.2,Energized,None,1
493,30,Female,2,51.6,28.3,Fatigued,None,0
494,25,Female,2,48.5,47.0,Neutral,None,0
495,37,Male,3,28.9,37.1,Energized,None,0
496,32,Male,3,51.1,46.9,Neutral,None,0
497,24,Male,5,38.3,48.5,Energized,None,1
498,29,Female,4,50.6,36.0,Neutral,None,0
499,25,Female,2,42.1,27.0,Fatigued,Knee,0
500,23,Female,4,53.1,54.9,Energized,None,0
501,34,Male,3,50.3,28.1,Neutral,None,0
502,39,Female,2,39.9,19.5,Fatigued,None,1
503,23,Male,4,30.4,38.3,Neutral,Knee,0
504,32,Female,6,65.4,54.8,Neutral,Knee,0
505,26,Male,5,56.0,61.2,Fatigued,None,0
506,27,Female,4,41.0,33.0,Fatigued,None,1
507,27,Male,3,29.3,32.1,Energized,None,0
508,25,Male,1,50.4,33.5,Neutral,None,0
509,30,Female,3,57.3,38.8,Fatigued,None,1
510,25,Male,5,62.1,53.7,Energized,None,0
511,31,Female,3,38.2,27.3,Fatigued,None,1
512,29,Female,2,14.8,17.2,Neutral,None,0
513,28,Female,6,67.6,54.2,Fatigued,Back,0
514,25,Male,5,58.7,52.1,Energized,None,1
515,27,Male,4,46.3,50.6,Neutral,Back,1
516,33,Female,1,46.2,16.7,Energized,None,0
517,32,Male,1,43.5,21.9,Neutral,Knee,0
518,25,Female,1,36.8,28.6,Neutral,None,1
519,30,Male,4,50.4,24.4,Neutral,Back,0
520,33,Male,1,35.5,41.3,Fatigued,None,0
521,21,Male,5,61.8,66.4,Fatigued,Shoulder,0
522,32,Male,7,56.4,47.8,Fatigued,Knee,1
523,26,Male,3,49.3,18.6,Fatigued,None,1
524,32,Female,3,35.8,33.2,Energized,None,0
